exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
1421,Reverse Barbell Row,strength,Lats,barbell,intermediate,,7.078443473502578,8,8.992027865804033
1422,Side kick-through to kettlebell high pull,strength,Lats,kettlebells,intermediate,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",8.473723069337385,6,9.45001402434022
1423,FYR2 Alternating Kettlebell Snatch,strength,Lats,kettlebells,intermediate,,8.668642442242065,7,5.506037760197707
1424,FYR2 Alternating Kettlebell Swing,strength,Lats,kettlebells,intermediate,,4.42443071832829,10,3.1678852388290237
1425,FYR2 American Kettlebell Swing,strength,Lats,kettlebells,intermediate,,5.008570762968462,6,5.181033237031127
1426,FYR2 Double-Kettlebell Standing Clean,strength,Lats,kettlebells,intermediate,,7.483588090948592,13,3.9660296371705734
1427,FYR2 Kettlebell Swing High Pull,strength,Lats,kettlebells,intermediate,,3.4675982561725736,11,8.432128501827732
1428,FYR2 Kettlebell Swing-Clean-Press Combo,strength,Lats,kettlebells,intermediate,,7.118786620815058,3,5.934747299378554
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,strength,Lats,kettlebells,intermediate,,8.698399544448701,13,8.153567608805565
1430,FYR2 Single-Arm Kettlebell Clean,strength,Lats,kettlebells,intermediate,,3.540370893431528,13,5.167330348785137
1431,FYR2 Single-Arm Kettlebell Swing,strength,Lats,kettlebells,intermediate,,7.967617675265209,12,3.65814956987205
1432,PJR pull-over-,strength,Lats,dumbbell,intermediate,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",3.7676551042415496,12,5.853731273242829
1433,Dumbbell seal row,strength,Lats,dumbbell,intermediate,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",8.060274771410418,4,3.532470366952214
1434,Incline Dumbbell Row - Gethin Variation,strength,Lats,dumbbell,intermediate,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,3.4496050028386143,11,6.207053800859018
1435,FYR Bent-Over Dumbbell Row,strength,Lats,dumbbell,intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",9.81343002604679,6,7.286705485525823
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,strength,Lats,dumbbell,intermediate,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",7.038717301772496,7,6.297310543225437
1437,Bent-Over Dumbbell Row - Gethin Variation,strength,Lats,dumbbell,intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",4.76280204136963,8,4.904123031416254
1438,Bent-over dumbbell rear delt fly,strength,Lats,dumbbell,intermediate,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",8.384060200179952,9,4.264062329634777
1439,Band Resisted Dumbbell Row,strength,Lats,dumbbell,intermediate,,5.246808477006224,6,8.684520488945981
1440,Holman Right Arm Weighted Half Jack,strength,Lats,dumbbell,intermediate,,9.409413263231071,9,6.300876018943424
1441,Holman Left Arm Weighted Half Jack,strength,Lats,dumbbell,intermediate,,9.200440132373195,5,7.882548855737311
1442,Holman Renegade Row,strength,Lats,dumbbell,intermediate,,8.02710888013154,12,7.8509147331600735
1443,Holman Renegade Row with Opposite Foot Step-Out,strength,Lats,dumbbell,intermediate,,3.17331225834172,7,7.373369274177324
1444,Holman Renegade Row to Weighted Burpee,strength,Lats,dumbbell,intermediate,,4.5691097716166045,14,9.094717630966645
1445,Holman Weighted Double-Arm Cross Punch,strength,Lats,dumbbell,intermediate,,4.295540959448022,7,3.8398245014936876
1446,Holman Standing Flat Back Row,strength,Lats,dumbbell,intermediate,,8.12750074639543,10,8.681461920805559
1447,Total Fitness Dumbbell Isometric Row Hold,strength,Lats,dumbbell,intermediate,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",7.837579451692766,6,6.695522149957093
1448,Dumbbell renegade row,strength,Lats,dumbbell,intermediate,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",6.7546623887862935,6,4.249043131565541
1449,MetaBurn Bent-Over Row to Rear-Delt Raise,strength,Lats,dumbbell,intermediate,,8.23558994323532,8,7.968156757440793
1450,FYR2 Bent-Over Reverse Fly,strength,Lats,dumbbell,intermediate,,7.3436068189770065,7,5.40844456765771
1451,Weighted pull-up,strength,Lats,other,intermediate,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",6.298151668913815,8,7.201176605590013
1452,Rocky Pull-Ups/Pulldowns,strength,Lats,other,beginner,,9.738313130209288,10,5.970434492143868
1453,Gironda Sternum Chins,strength,Lats,other,beginner,,7.095948660523376,14,9.005113186530794
1454,Floor rope climb,strength,Lats,other,beginner,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.",6.365467417385161,7,9.631894081263809
1455,Overhead Lat,flexibility,Lats,other,beginner,,7.107132886110053,10,9.922665609761594
1456,Around-the-world pull-up,strength,Lats,other,beginner,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.",4.788076465451736,12,3.4032160128858817
1457,L-sit chin-up,strength,Lats,other,beginner,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",3.3491704863257286,9,4.762823715012704
1458,Back Flyes - Gethin Variation,strength,Lats,other,intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",3.935932040683963,5,8.163890066266756
1459,Incline straight-arm pull-over,strength,Lats,other,intermediate,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.",8.343428965033832,13,4.950897379755064
1460,Machine high row,strength,Lats,other,intermediate,"The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",6.564186061914677,13,3.687958063657682
1461,AM T-Bar Row,strength,Lats,other,intermediate,,4.289831574271484,13,9.152615931058687
1462,Assisted Single-Arm Pull-Up,strength,Lats,other,advanced,,5.772724463270125,12,4.8084952920919175
1463,Assisted Single-Arm Chin-Up,strength,Lats,other,advanced,,4.028111216289503,12,8.771375263107561
1464,Holman Renegade Punch-Under,strength,Lats,other,intermediate,,7.118867022413289,13,4.72114545880947
1465,Holman Renegade Row to Split Jump,strength,Lats,other,intermediate,,9.730192904296796,4,5.127291714934888
1466,Holman Dirty Dog to Renegade Row,strength,Lats,other,intermediate,,3.663021003510864,7,5.732186751269589
1467,Holman Renegade Row to Side Punch to Forward Punch,strength,Lats,other,intermediate,,9.610140106774264,5,8.557526409904957
1468,Standing dumbbell knee crunch,strength,Lats,other,intermediate,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",5.710569889435986,3,8.326748524592158
1469,Close-grip pull-down,strength,Lats,cable,intermediate,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.",9.731666391850787,14,5.851770594345801
1470,Shotgun row,strength,Lats,cable,intermediate,"The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",6.077776778655566,9,5.114797221385831
1471,Close-Grip Front Lat Pulldown,strength,Lats,cable,intermediate,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",8.975144867812002,10,8.646882814203526
1472,Straight-arm rope pull-down,strength,Lats,cable,intermediate,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.",6.6511690054592885,7,6.98593911555648
1473,Lat pull-down,strength,Lats,cable,intermediate,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.",8.719364709877457,10,5.75527862347808
1474,Straight-Arm Pulldown,strength,Lats,cable,intermediate,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",3.4009607272901574,12,7.940667726018165
1475,Single-arm kneeling lat pull-down,strength,Lats,cable,beginner,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",7.392287879900641,13,6.732136209002529
1476,Elevated Cable Rows,strength,Lats,cable,beginner,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",7.59716200252805,5,8.80083473688411
1477,Full Range-Of-Motion Lat Pulldown,strength,Lats,cable,beginner,,7.838952793306267,8,3.1726446963002135
1478,Kneeling lat pull-down,strength,Lats,cable,intermediate,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",4.914249060664348,7,4.372857746153862
1479,Behind-the-neck pull-down,strength,Lats,cable,intermediate,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.",8.064721775009751,10,8.216844832356596
1480,Straight-arm cable pull-over,strength,Lats,cable,intermediate,"The straight-arm cable pull-over is an exercise that focuses on the muscles of the lats (latissimus dorsi) and chest using a cable stack and a flat bench. It is most commonly used for higher reps, such as 10-15 or more, in muscle-building workouts. It is also an effective substitute for dumbbell pull-overs or a pull-over machine, if you don't have access to them or they aggravate your shoulders.",7.61831176305026,11,5.958546694163097
1481,Cable Straight-Arm Pulldown - Gethin Variation,strength,Lats,cable,intermediate,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",6.109574617931283,4,9.970021504017502
1482,Rope Lat Pull-down - Gethin Variation,strength,Lats,cable,intermediate,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",9.620372470726288,10,5.078105657398665
1483,Straight-Arm Pull-Down - Gethin Variation,strength,Lats,cable,intermediate,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",3.8336295402046208,6,3.875129939865066
1484,High-cable standing row,strength,Lats,cable,intermediate,"The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper back, as well, specifically the rhomboids and teres major.",7.476963496256923,11,5.468445107936409
1485,Lat Pull-down - Gethin Variation,strength,Lats,cable,intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",6.941020383240673,4,5.545183398427191
1486,Wide-Grip Lat Pull-Down - Gethin Variation,strength,Lats,cable,intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",4.560304653705561,14,8.806559825705737
1487,Behind-The-Neck Pull-Down - Gethin Variation,strength,Lats,cable,intermediate,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you targets the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, in particular to people with existing shoulder problems.",4.613854074342324,12,5.763870147344212
1488,Single-Arm Cable Row - Gethin Variation,strength,Lats,cable,intermediate,"The single-arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, as well as the biceps. The single-arm row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",4.136133921055283,5,3.1392367670274717
1489,Scapular Rows,strength,Lats,cable,intermediate,,5.11121156524889,6,9.778743194424724
1490,Standing V-Grip Cable Rows,strength,Lats,cable,intermediate,,8.833176385765118,8,4.718467057168818
1491,AM Close-Grip Pull-Down,strength,Lats,cable,intermediate,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",8.446998438406863,10,7.995778905157184
1492,AM Wide-Grip Pull-Down,strength,Lats,cable,intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",6.612586413811773,13,9.706639825389484
1493,UP Lat Pull-Down,strength,Lats,cable,intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",8.138372496398661,11,7.241507834705063
1494,Reverse-grip lat pull-down,strength,Lats,machine,intermediate,"The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.",6.601309964681043,13,8.507445846854658
1495,Machine seated row,strength,Lats,machine,beginner,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",4.951769656347728,13,3.4047003134012837
1496,Machine-assisted pull-up,strength,Lats,machine,beginner,"The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.",7.4209680686852,7,7.667635542515738
1497,Single-arm pull-down,strength,Lats,machine,intermediate,"The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.",8.482045062272759,9,9.92487487297669
1498,Chest-Supported Smith Machine Row - Gethin Variation,strength,Lats,machine,intermediate,,7.760607077476758,7,7.994574172887645
1499,Single-arm machine high row,strength,Lats,machine,intermediate,"The single-arm machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",8.4448085624884,13,5.6874928612550075
1500,Machine Pull-Over - Gethin Variation,strength,Lats,machine,intermediate,,8.237576396132031,9,8.06910941875363
1501,Seated Machine Row - Gethin Variation,strength,Lats,machine,intermediate,"The machine seated row is an exercise targeting the back muscles, emphasizing the mid- to upper-back.",4.421407564552325,9,5.5266139261737
1502,Wide-Grip Machine Row,strength,Lats,machine,intermediate,,7.4937880987478,4,8.970836966734671
1503,King Maker Lat Pull-Down,strength,Lats,machine,intermediate,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",9.682158762288179,7,8.445270978256005
1504,Robertson Half-Kneeling Landmine Press,strength,Lats,machine,intermediate,,5.929022450763172,4,8.002724752832538
1505,Pullups,strength,Lats,none,intermediate,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",6.540494905595427,5,9.075154981478619
1506,Pull-up,strength,Lats,none,beginner,"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.",8.321473375896705,5,6.559375584982176
1507,Muscle Up,strength,Lats,none,intermediate,,8.720541718940272,7,3.530470741875467
1508,Rope climb,strength,Lats,none,intermediate,"The rope climb is an exercise that is used commonly in CrossFit workouts and as a test of upper-body strength. It was even contested at the Olympics in the early 20th century. It targets a wide range of upper-body musculature, including the hands and forearms, shoulders, biceps, lats (latissimus dorsi), and core.",6.130559410354853,4,9.06055405138797
1509,Wide-Grip Rear Pull-Up,strength,Lats,none,beginner,,8.7721422823878,4,4.643541996308555
1510,Side To Side Chins,strength,Lats,none,intermediate,,4.834441172984199,13,5.791627006679344
1511,Neutral-grip pull-up,strength,Lats,none,intermediate,"The neutral-grip pull-up is a multijoint bodyweight exercise in which the reps are performed with the palms facing one another. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",8.822979891385792,13,6.308828208195682
1512,Kipping Muscle Up,strength,Lats,none,intermediate,,8.58430831680199,8,9.422908765875203
1513,One Arm Against Wall,flexibility,Lats,none,intermediate,,6.7918608522206005,5,3.2554088637290652
1514,One Handed Hang,flexibility,Lats,none,intermediate,"The single-arm hang is a static exercise that involves hanging from a bar by one hand. It is an advanced hanging exercise that demands above-average shoulder stability and grip strength, and may not be appropriate for some people. However, if someone is strong and stable enough to perform it, the movement can help build those same qualities.",6.873614491538278,6,4.747194410520082
1515,Standing side bend stretch,flexibility,Lats,none,intermediate,"The standing side bend stretch is a stretching exercise targeting the obliques, the muscles that run along the side of the core. It is a common inclusion in dynamic warm-ups for the upper body, but can also be performed to help ""limber up"" for lifting or athletics anytime.",7.643681218046826,3,9.4463091738265
1516,Burpee to pull-up,cardio,Lats,none,intermediate,The burpee to pull-up is a variation of the bodyweight burpee in which the jump at the top of each rep leads into a jumping pull-up. It is popular in circuit-style and metcon workouts.,9.044537913101506,10,4.5482329092620315
1517,Negative pull-up,strength,Lats,none,intermediate,"The negative pull-up is a multijoint bodyweight exercise that focuses on just one half of the traditional pull-up: the lowering, eccentric, or ""negative"" portion. Because muscles are stronger eccentrically than they are concentrically, many people can perform negatives even if they can't perform full pull-ups. For this reason, it is a popular training tool to help people earn their first pull-up rep, or as a back-off exercise after doing full pull-ups.",3.6506404064844347,10,3.656846760863427
1518,Chin-Up,strength,Lats,none,intermediate,"The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",8.91907663149252,12,4.117467641403099
1519,HM Superman Lat Pull,strength,Lats,none,intermediate,,4.47244258125096,10,9.443338801267736
1520,AM Pull-Up,strength,Lats,none,intermediate,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",3.4470577770550648,4,3.3366189544399845
1521,UP Chin-Up,strength,Lats,none,intermediate,,4.4504922432254235,9,3.4191600463977156
1522,Holman Alternating Forward and Side Punch,strength,Lats,none,intermediate,,9.742614981897493,7,5.856422636262748
1523,Jump to pull-up,strength,Lats,none,intermediate,"The jump to pull-up is a bodyweight exercise that targets the muscles of the back, biceps, and, to a lesser degree, legs. It involves jumping up to a pull-up bar between reps. Similar to a push-press, the legs help power through the most difficult portion of the pull-up, allowing you to perform more reps. Jumping pull-ups are often performed for moderate to high reps, such as 8-12 reps per set or more, as an accessory to other pulling or pull-up training, or as a full-body movement in a circuit or metcon.",3.837529941250922,13,6.153053585830399
1524,Bent-over scapular slide,strength,Lats,none,intermediate,The bent-over scapular slide is an upper-body exercise that helps with scapular and shoulder mobility. It is commonly performed for time or reps as part of a dynamic warm-up for the upper body.,4.883544193038066,10,4.934030064632588
1525,Iron cross stretch,strength,Lats,none,intermediate,The iron cross stretch is a bodyweight stretch that focuses on hip and thoracic spine mobility.,7.323084655885578,14,8.958319734994664
1526,Total Fitness Standing Lat Stretch,strength,Lats,none,intermediate,,3.413229519632423,13,7.510224298037253
1527,King Maker Pull-Up,strength,Lats,none,intermediate,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",4.090466582767495,8,4.388757084046722
1528,Medicine ball slam,cardio,Lats,medicine_ball,intermediate,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",3.398084403210039,8,3.8995624573567422
1529,Catch and Overhead Throw,cardio,Lats,medicine_ball,beginner,,4.642713394989248,6,3.0907343839368484
1530,FYR2 Bent-Over Medicine Ball Slam,strength,Lats,medicine_ball,intermediate,,5.546479774216052,4,6.282047160141818
1531,Dynamic Back Stretch,flexibility,Lats,none,beginner,,6.2779993612010685,8,9.460309042063912
1532,Chair Lower Back Stretch,flexibility,Lats,none,beginner,,4.750513327643609,6,7.828330082098981
1533,Side-Lying Floor Stretch,flexibility,Lats,none,beginner,,7.301140830039014,6,6.528409630616192
1534,Band good morning-,strength,Lower Back,bands,intermediate,"The band good morning is an exercise targeting the hamstrings and glutes. It is often performed in powerlifting-style training for high reps, or in the place of barbell good mornings.",7.705349227747326,4,6.0499172593766755
1535,FYR2 Monster Banded Good Morning,strength,Lower Back,bands,intermediate,,7.816663903332066,10,6.6272140765200795
1536,Band deadlift,strength,Lower Back,bands,intermediate,The band deadlift is a lower-body exercise that mainly targets the hamstrings while also benefiting the glutes and lats using a proper hip-hinging motion.,3.358119491037291,7,5.0279612662353035
1537,Lower back SMR,flexibility,Lower Back,foam_roll,intermediate,"Lower back self-myofascial release (SMR) is a self-administered soft-tissue treatment, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quadratus lumborum or spinal erector (erector spinae) muscles of the lower back, some people find they can cause this often painful and tight area to relax or ""release."" Lower back SMR is often accompanied by SMR on the glutes or piriformis muscles, or by stretches that target the piriformis or hips. However, some people find that SMR on the lower back can aggravate existing pain or injury, so be cautious when performing it.",4.517599091318301,6,5.491695348640167
1538,Barbell deficit deadlift,strength,Lower Back,barbell,beginner,"The barbell deficit deadlift is a compound exercise targeting the posterior chain. It is commonly utilized in powerlifting training to build pulling strength off the floor, but is also an effective muscle-building movement for the glutes and hamstrings. It is usually performed with lighter weight, and perhaps for higher reps, than traditional deadlifts. If these make your back sore, decrease the deficit and/or wear a weightlifting belt.",7.749544036464101,4,7.349801672593779
1539,Deadlift with Bands,strength,Lower Back,barbell,beginner,,3.6073956958723206,9,3.66510288088063
1540,Deadlift with Chains,strength,Lower Back,barbell,beginner,,4.114423672549895,3,4.994541047570109
1541,Rack Pull with Bands,strength,Lower Back,barbell,beginner,,4.586690184645814,9,3.4854668794951142
1542,Rack pull,strength,Lower Back,barbell,intermediate,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can be used to strengthen deadlift lockout, but also as a deadlift alternative for people who can't deadlift from the floor without pain.",6.2281869659258104,6,5.0565138585984695
1543,Seated Good Mornings,strength,Lower Back,barbell,beginner,,4.434700755917241,9,7.607295165989352
1544,Stiff Leg Barbell Good Morning,strength,Lower Back,barbell,beginner,,5.520273081321509,7,5.34410600292758
1545,Reverse Band Deadlift,strength,Lower Back,barbell,beginner,,6.879715072258711,5,3.2551861181796875
